板块,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,所属行业
创业板,300786,国林科技,2019-07-23,"184,015,879","146,644,444",C 制造业
创业板,300787,海能实业,2019-08-15,"261,193,957","159,132,157",C 制造业
创业板,300788,中信出版,2019-07-05,"190,151,515","190,151,515",R 文化传播
创业板,300789,唐源电气,2019-08-28,"143,720,076","98,821,728",I 信息技术
创业板,300790,宇瞳光学,2019-09-20,"374,118,981","300,171,046",C 制造业
创业板,300791,仙乐健康,2019-09-25,"237,274,117","197,704,289",C 制造业
创业板,300792,壹网壹创,2019-09-27,"236,942,730","212,533,673",I 信息技术
创业板,300793,佳禾智能,2019-10-18,"380,525,392","372,066,892",C 制造业
创业板,300795,米奥会展,2019-10-22,"230,726,057","134,088,619",L 商务服务
创业板,300796,贝斯美,2019-11-15,"361,142,872","360,418,057",C 制造业
创业板,300797,钢研纳克,2019-11-01,"383,100,000","375,470,595",M 科研服务
创业板,300798,锦鸡股份,2019-11-22,"468,827,346","372,779,632",C 制造业
创业板,300800,力合科技,2019-11-06,"236,759,000","234,381,500",C 制造业
创业板,300801,泰和科技,2019-11-28,"218,430,000","136,491,125",C 制造业
创业板,300802,矩子科技,2019-11-14,"289,295,555","195,897,776",C 制造业
创业板,300803,指南针,2019-11-18,"598,457,137","589,540,011",J 金融业
创业板,300804,广康生化,2023-06-27,"74,000,000","27,500,000",C 制造业
创业板,300805,电声股份,2019-11-21,"424,253,592","288,162,792",L 商务服务
创业板,300806,斯迪克,2019-11-25,"453,300,503","316,210,172",C 制造业
创业板,300807,天迈科技,2019-12-19,"68,039,587","51,941,489",C 制造业
创业板,300808,久量股份,2019-11-29,"160,000,000","118,899,578",C 制造业
创业板,300809,华辰装备,2019-12-04,"253,539,200","150,569,504",C 制造业
创业板,300810,中科海讯,2019-12-06,"118,050,000","113,990,525",I 信息技术
创业板,300811,铂科新材,2019-12-30,"288,467,676","229,579,609",C 制造业
创业板,300812,易天股份,2020-01-09,"140,137,029","92,708,057",C 制造业
创业板,300813,泰林生物,2020-01-14,"121,199,219","76,051,073",C 制造业
创业板,300814,中富电路,2021-08-12,"191,430,132","191,430,132",C 制造业
创业板,300815,玉禾田,2020-01-23,"398,592,000","387,918,432",N 公共环保
创业板,300816,艾可蓝,2020-02-10,"80,000,000","56,668,571",N 公共环保
创业板,300817,双飞集团,2020-02-18,"218,298,240","125,261,253",C 制造业
创业板,300818,耐普矿机,2020-02-12,"168,772,604","109,482,412",C 制造业
创业板,300819,聚杰微纤,2020-03-12,"149,205,000","134,762,250",C 制造业
创业板,300820,英杰电气,2020-02-13,"221,618,988","111,060,676",C 制造业
创业板,300821,东岳硅材,2020-03-12,"1,200,000,000","1,199,790,750",C 制造业
创业板,300822,贝仕达克,2020-03-13,"311,536,200","288,982,037",C 制造业
创业板,300823,建科智能,2020-03-19,"130,982,727","84,789,426",C 制造业
创业板,300824,北鼎股份,2020-06-19,"326,341,682","316,495,307",C 制造业
创业板,300825,阿尔特,2020-03-27,"498,040,481","484,410,200",M 科研服务
创业板,300826,测绘股份,2020-04-03,"166,505,212","160,930,241",M 科研服务
创业板,300827,上能电气,2020-04-10,"359,555,234","274,553,472",C 制造业
创业板,300828,锐新科技,2020-04-21,"166,566,000","124,738,190",C 制造业
创业板,300829,金丹科技,2020-04-22,"192,416,681","123,386,005",C 制造业
创业板,300830,金现代,2020-05-06,"430,128,079","315,572,104",I 信息技术
创业板,300831,派瑞股份,2020-05-07,"320,000,000","183,949,910",C 制造业
创业板,300832,新产业,2020-05-12,"785,718,785","681,997,363",C 制造业
创业板,300833,浩洋股份,2020-05-20,"126,490,500","81,261,857",C 制造业
创业板,300834,星辉环材,2022-01-13,"193,712,353","68,885,310",C 制造业
创业板,300835,龙磁科技,2020-05-25,"119,371,904","81,939,815",C 制造业
创业板,300836,佰奥智能,2020-05-28,"64,032,436","43,704,317",C 制造业
创业板,300837,浙矿股份,2020-06-05,"100,001,528","70,582,778",C 制造业
创业板,300838,浙江力诺,2020-06-08,"137,978,000","101,754,875",C 制造业
创业板,300839,博汇股份,2020-06-30,"245,481,465","239,578,312",C 制造业
创业板,300840,酷特智能,2020-07-08,"240,000,000","177,085,135",C 制造业
创业板,300841,康华生物,2020-06-16,"132,946,899","121,929,275",C 制造业
创业板,300842,帝科股份,2020-06-18,"141,762,418","126,125,115",C 制造业
创业板,300843,胜蓝股份,2020-07-02,"163,704,863","157,090,219",C 制造业
创业板,300844,山水比德,2021-08-13,"90,496,000","87,325,000",M 科研服务
创业板,300845,捷安高科,2020-07-03,"145,892,868","102,298,674",I 信息技术
创业板,300846,首都在线,2020-07-01,"501,908,216","391,256,859",I 信息技术
创业板,300847,中船汉光,2020-07-09,"296,010,000","296,010,000",C 制造业
创业板,300848,美瑞新材,2020-07-20,"427,887,627","239,423,688",C 制造业
创业板,300849,锦盛新材,2020-07-10,"150,000,000","121,468,023",C 制造业
创业板,300850,新强联,2020-07-13,"380,892,861","267,593,720",C 制造业
创业板,300851,交大思诺,2020-07-17,"86,933,400","54,110,025",I 信息技术
创业板,300852,四会富仕,2020-07-13,"142,451,908","136,887,054",C 制造业
创业板,300853,申昊科技,2020-07-24,"146,945,860","110,256,483",C 制造业
创业板,300854,中兰环保,2021-09-16,"101,043,500","81,340,875",N 公共环保
创业板,300855,图南股份,2020-07-23,"395,531,500","292,956,138",C 制造业
创业板,300856,科思股份,2020-07-22,"339,776,466","326,109,797",C 制造业
创业板,300857,协创数据,2020-07-27,"343,357,204","342,383,854",C 制造业
创业板,300858,科拓生物,2020-07-27,"263,495,118","193,764,577",C 制造业
创业板,300859,西域旅游,2020-08-06,"155,000,000","155,000,000",N 公共环保
创业板,300860,锋尚文化,2020-08-24,"190,931,343","111,897,529",R 文化传播
创业板,300861,美畅股份,2020-08-24,"480,012,000","301,458,035",C 制造业
创业板,300862,蓝盾光电,2020-08-24,"184,617,902","151,471,007",C 制造业
创业板,300863,卡倍亿,2020-08-24,"188,469,836","180,868,834",C 制造业
创业板,300864,南大环境,2020-08-24,"156,488,669","156,488,669",L 商务服务
创业板,300865,大宏立,2020-08-24,"95,680,000","67,952,202",C 制造业
创业板,300866,安克创新,2020-08-24,"531,410,776","298,220,947",C 制造业
创业板,300867,圣元环保,2020-08-24,"271,741,053","191,627,822",N 公共环保
创业板,300868,杰美特,2020-08-24,"128,000,000","80,188,805",C 制造业
创业板,300869,康泰医学,2020-08-24,"401,802,977","253,053,268",C 制造业
创业板,300870,欧陆通,2020-08-24,"106,562,465","106,562,465",C 制造业
创业板,300871,回盛生物,2020-08-24,"202,332,557","202,332,557",C 制造业
创业板,300872,天阳科技,2020-08-24,"459,895,640","393,816,250",I 信息技术
创业板,300873,海晨股份,2020-08-24,"230,601,779","166,839,685",G 运输仓储
创业板,300875,捷强装备,2020-08-24,"99,834,751","87,791,669",C 制造业
创业板,300876,蒙泰高新,2020-08-24,"96,002,324","68,387,324",C 制造业
创业板,300877,金春股份,2020-08-24,"120,000,000","119,998,950",C 制造业
创业板,300878,维康药业,2020-08-24,"144,790,322","144,123,959",C 制造业
创业板,300879,大叶股份,2020-09-01,"202,398,833","201,028,448",C 制造业
创业板,300880,迦南智能,2020-09-01,"195,137,280","195,116,468",C 制造业
创业板,300881,盛德鑫泰,2020-09-01,"110,000,000","57,406,250",C 制造业
创业板,300882,万胜智能,2020-09-10,"286,201,188","266,327,030",C 制造业
创业板,300883,龙利得,2020-09-10,"346,000,000","330,674,575",C 制造业
创业板,300884,狄耐克,2020-11-12,"253,862,820","191,409,886",C 制造业
创业板,300885,海昌新材,2020-09-10,"248,151,800","167,017,775",C 制造业
创业板,300886,华业香料,2020-09-16,"74,798,000","43,646,300",C 制造业
创业板,300887,谱尼测试,2020-09-16,"545,758,376","362,197,220",M 科研服务
创业板,300888,稳健医疗,2020-09-17,"582,329,808","175,601,631",C 制造业
创业板,300889,爱克股份,2020-09-16,"156,000,000","105,385,642",C 制造业
创业板,300890,翔丰华,2020-09-17,"119,032,152","108,593,267",C 制造业
创业板,300891,惠云钛业,2020-09-17,"400,007,920","332,421,670",C 制造业
创业板,300892,品渥食品,2020-09-24,"100,000,000","64,562,500",F 批发零售
创业板,300893,松原安全,2020-09-24,"226,357,985","113,124,753",C 制造业
创业板,300894,火星人,2020-12-31,"407,722,935","294,073,010",C 制造业
创业板,300895,铜牛信息,2020-09-24,"140,800,657","138,172,254",I 信息技术
创业板,300896,爱美客,2020-09-28,"302,592,061","208,591,570",C 制造业
创业板,300897,山科智能,2020-09-28,"100,486,640","62,772,399",C 制造业
创业板,300898,熊猫乳品,2020-10-16,"124,000,000","114,734,689",C 制造业
创业板,300899,*ST凯鑫,2020-10-16,"63,783,466","40,936,066",N 公共环保
创业板,300900,广联航空,2020-10-29,"296,644,066","219,862,891",C 制造业
创业板,300901,中胤时尚,2020-10-29,"240,000,000","240,000,000",M 科研服务
创业板,300902,国安达,2020-10-29,"181,803,369","121,253,174",C 制造业
创业板,300903,科翔股份,2020-11-05,"414,694,422","328,325,193",C 制造业
创业板,300904,威力传动,2023-08-09,"72,383,232","21,983,232",C 制造业
创业板,300905,宝丽迪,2020-11-05,"177,897,756","135,673,277",C 制造业
创业板,300906,日月明,2020-11-05,"80,000,000","72,197,000",C 制造业
创业板,300907,康平科技,2020-11-18,"96,000,000","96,000,000",C 制造业
创业板,300908,仲景食品,2020-11-23,"146,000,000","123,152,674",C 制造业
创业板,300909,汇创达,2020-11-18,"172,972,979","122,954,981",C 制造业
创业板,300910,瑞丰新材,2020-11-27,"295,935,278","207,486,069",C 制造业
创业板,300911,亿田智能,2020-12-03,"139,129,922","129,899,870",C 制造业
创业板,300912,凯龙高科,2020-12-07,"114,982,000","85,835,975",N 公共环保
创业板,300913,兆龙互连,2020-12-07,"259,561,736","212,179,436",C 制造业
创业板,300915,海融科技,2020-12-02,"90,000,000","41,263,800",C 制造业
创业板,300916,朗特智能,2020-12-02,"144,644,007","93,425,166",C 制造业
创业板,300917,特发服务,2020-12-21,"169,000,000","169,000,000",K 房地产
创业板,300918,南山智尚,2020-12-22,"434,705,856","434,705,856",C 制造业
创业板,300919,中伟股份,2020-12-23,"937,089,814","909,798,689",C 制造业
创业板,300920,润阳科技,2020-12-25,"100,000,000","55,381,311",C 制造业
创业板,300921,南凌科技,2020-12-22,"131,691,805","82,337,219",I 信息技术
创业板,300922,天秦装备,2020-12-25,"156,811,200","123,307,458",C 制造业
创业板,300923,研奥股份,2020-12-24,"78,600,000","76,468,500",C 制造业
创业板,300925,法本信息,2020-12-30,"428,708,945","349,546,113",I 信息技术
创业板,300926,博俊科技,2021-01-07,"434,308,636","283,291,154",C 制造业
创业板,300927,江天化学,2021-01-07,"144,360,000","140,888,930",C 制造业
创业板,300928,华安鑫创,2021-01-06,"80,000,000","53,586,478",M 科研服务
创业板,300929,华骐环保,2021-01-20,"132,132,956","126,747,356",N 公共环保
创业板,300930,屹通新材,2021-01-21,"100,000,000","47,125,001",C 制造业
创业板,300931,通用电梯,2021-01-21,"240,146,000","184,975,438",C 制造业
创业板,300932,三友联众,2021-01-22,"228,645,713","162,852,713",C 制造业
创业板,300933,中辰股份,2021-01-22,"469,659,755","469,659,755",C 制造业
创业板,300935,盈建科,2021-01-20,"79,430,680","60,273,655",I 信息技术
创业板,300936,中英科技,2021-01-26,"75,200,000","47,460,275",C 制造业
创业板,300937,药易购,2021-01-27,"95,666,682","62,918,153",F 批发零售
创业板,300938,信测标准,2021-01-27,"164,424,555","109,364,890",M 科研服务
创业板,300939,秋田微,2021-01-28,"120,000,000","120,000,000",C 制造业
创业板,300940,南极光,2021-02-03,"222,644,372","157,479,422",C 制造业
创业板,300941,创识科技,2021-02-09,"204,750,000","103,109,090",I 信息技术
创业板,300942,易瑞生物,2021-02-09,"401,317,553","401,317,553",C 制造业
创业板,300943,春晖智控,2021-02-10,"203,820,000","134,340,287",C 制造业
创业板,300945,曼卡龙,2021-02-10,"262,071,629","238,346,572",F 批发零售
创业板,300946,恒而达,2021-02-08,"120,006,000","58,311,000",C 制造业
创业板,300947,德必集团,2021-02-10,"151,137,696","151,077,731",L 商务服务
创业板,300948,冠中生态,2021-02-25,"140,030,433","130,805,996",N 公共环保
创业板,300949,奥雅股份,2021-02-26,"60,506,500","34,301,063",M 科研服务
创业板,300950,德固特,2021-03-03,"150,480,000","90,374,775",C 制造业
创业板,300951,博硕科技,2021-02-26,"169,474,272","151,104,032",C 制造业
创业板,300952,恒辉安防,2021-03-11,"158,626,738","90,598,937",C 制造业
创业板,300953,震裕科技,2021-03-18,"124,669,387","89,866,432",C 制造业
创业板,300955,嘉亨家化,2021-03-24,"100,800,000","100,800,000",C 制造业
创业板,300956,英力股份,2021-03-26,"215,427,660","210,452,396",C 制造业
创业板,300957,贝泰妮,2021-03-25,"423,600,000","423,600,000",C 制造业
创业板,300958,建工修复,2021-03-29,"156,736,579","91,049,427",N 公共环保
创业板,300959,线上线下,2021-03-22,"80,367,800","52,355,219",I 信息技术
创业板,300960,通业科技,2021-03-29,"143,730,153","130,164,153",C 制造业
创业板,300961,深水海纳,2021-03-30,"177,280,000","152,568,733",N 公共环保
创业板,300962,中金辐照,2021-04-09,"264,001,897","264,001,897",C 制造业
创业板,300963,中洲特材,2021-04-09,"327,600,000","206,723,343",C 制造业
创业板,300964,本川智能,2021-08-05,"77,298,284","55,060,747",C 制造业
创业板,300965,恒宇信通,2021-04-02,"60,000,000","20,609,250",C 制造业
创业板,300966,共同药业,2021-04-09,"115,279,416","76,664,972",C 制造业
创业板,300967,晓鸣股份,2021-04-13,"187,568,380","124,790,161",A 农林牧渔
创业板,300968,格林精密,2021-04-15,"413,380,000","413,380,000",C 制造业
创业板,300969,恒帅股份,2021-04-12,"112,000,000","96,996,161",C 制造业
创业板,300970,华绿生物,2021-04-12,"120,202,400","92,729,429",A 农林牧渔
创业板,300971,博亚精工,2021-04-15,"84,000,000","65,766,802",C 制造业
创业板,300972,万辰集团,2021-04-19,"179,989,761","155,818,146",F 批发零售
创业板,300973,立高食品,2021-04-15,"169,340,491","116,527,141",C 制造业
创业板,300975,商络电子,2021-04-21,"687,005,604","472,869,539",F 批发零售
创业板,300976,达瑞电子,2021-04-19,"95,377,100","61,159,283",C 制造业
创业板,300977,深圳瑞捷,2021-04-20,"152,226,727","94,802,158",M 科研服务
创业板,300978,东箭科技,2021-04-26,"422,702,739","191,219,381",C 制造业
创业板,300979,华利集团,2021-04-26,"1,167,000,000","1,166,989,800",C 制造业
创业板,300980,祥源新材,2021-04-21,"138,356,888","98,341,448",C 制造业
创业板,300981,中红医疗,2021-04-27,"390,007,800","357,435,000",C 制造业
创业板,300982,苏文电能,2021-04-27,"206,965,146","193,897,146",E 建筑业
创业板,300983,尤安设计,2021-04-20,"172,800,000","118,282,465",M 科研服务
创业板,300984,金沃股份,2021-06-18,"123,268,602","80,199,557",C 制造业
创业板,300985,致远新能,2021-04-29,"186,512,480","186,512,480",C 制造业
创业板,300986,志特新材,2021-04-30,"365,082,943","364,926,459",C 制造业
创业板,300987,川网传媒,2021-05-11,"173,368,000","173,368,000",I 信息技术
创业板,300988,津荣天宇,2021-05-12,"140,297,357","108,244,847",C 制造业
创业板,300989,蕾奥规划,2021-05-07,"211,340,389","150,613,160",M 科研服务
创业板,300990,同飞股份,2021-05-12,"169,398,880","77,383,870",C 制造业
创业板,300991,创益通,2021-05-20,"144,000,000","92,142,000",C 制造业
创业板,300992,泰福泵业,2021-05-25,"95,865,803","77,333,303",C 制造业
创业板,300993,玉马科技,2021-05-24,"308,131,200","240,794,175",C 制造业
创业板,300994,久祺股份,2021-08-12,"233,088,000","116,664,000",C 制造业
创业板,300995,奇德新材,2021-05-26,"84,160,000","59,904,781",C 制造业
创业板,300996,普联软件,2021-06-03,"282,776,048","235,128,811",I 信息技术
创业板,300997,欢乐家,2021-06-02,"437,473,475","386,007,256",C 制造业
创业板,300998,宁波方正,2021-06-02,"137,169,230","107,680,580",C 制造业
创业板,300999,金龙鱼,2020-10-15,"5,421,591,536","542,647,097",C 制造业
创业板,301000,肇民科技,2021-05-28,"242,395,322","228,787,322",C 制造业
创业板,301001,凯淳股份,2021-05-28,"80,000,000","50,300,000",F 批发零售
创业板,301002,崧盛股份,2021-06-07,"122,876,546","73,323,773",C 制造业
创业板,301003,江苏博云,2021-06-01,"99,053,333","76,530,113",C 制造业
创业板,301004,嘉益股份,2021-06-25,"145,436,914","134,494,917",C 制造业
创业板,301005,超捷股份,2021-06-01,"134,861,949","132,371,786",C 制造业
创业板,301006,迈拓股份,2021-06-07,"139,280,000","86,086,100",C 制造业
创业板,301007,德迈仕,2021-06-16,"153,340,000","152,993,500",C 制造业
创业板,301008,宏昌科技,2021-06-11,"113,989,115","98,869,115",C 制造业
创业板,301009,可靠股份,2021-06-17,"271,860,000","151,035,028",C 制造业
创业板,301010,晶雪节能,2021-06-18,"108,000,000","108,000,000",C 制造业
创业板,301011,华立科技,2021-06-17,"146,692,000","139,019,988",C 制造业
创业板,301012,扬电科技,2021-06-22,"198,764,522","158,633,522",C 制造业
创业板,301013,利和兴,2021-06-29,"233,743,056","189,241,638",C 制造业
创业板,301015,百洋医药,2021-06-30,"525,619,398","525,551,898",F 批发零售
创业板,301016,雷尔伟,2021-06-30,"218,400,000","207,150,158",C 制造业
创业板,301017,漱玉平民,2021-07-05,"405,352,766","243,352,766",F 批发零售
创业板,301018,申菱环境,2021-07-07,"266,052,564","198,999,414",C 制造业
创业板,301019,宁波色母,2021-06-28,"167,999,995","111,465,861",C 制造业
创业板,301020,密封科技,2021-07-06,"146,400,000","146,399,625",C 制造业
创业板,301021,英诺激光,2021-07-06,"152,151,932","152,038,414",C 制造业
创业板,301022,海泰科,2021-07-02,"84,763,107","52,215,938",C 制造业
创业板,301023,江南奕帆,2021-07-07,"78,187,370","41,600,842",C 制造业
创业板,301024,霍普股份,2021-07-28,"63,585,000","60,210,000",M 科研服务
创业板,301025,读客文化,2021-07-19,"400,309,400","277,150,740",R 文化传播
创业板,301026,浩通科技,2021-07-16,"113,333,334","79,980,962",C 制造业
创业板,301027,华蓝集团,2021-07-15,"147,861,140","118,242,296",M 科研服务
创业板,301028,东亚机械,2021-07-20,"381,774,116","246,183,866",C 制造业
创业板,301029,怡合达,2021-07-23,"634,202,712","461,883,017",C 制造业
创业板,301030,仕净科技,2021-07-22,"202,383,330","202,105,710",C 制造业
创业板,301031,中熔电气,2021-07-15,"66,277,427","46,341,751",C 制造业
创业板,301032,新柴股份,2021-07-22,"241,133,400","159,872,775",C 制造业
创业板,301033,迈普医学,2021-07-26,"66,519,431","55,977,556",C 制造业
创业板,301035,润丰股份,2021-07-28,"280,770,974","280,344,774",C 制造业
创业板,301036,双乐股份,2021-07-29,"100,000,000","70,434,135",C 制造业
创业板,301037,保立佳,2021-07-30,"139,501,778","67,997,785",C 制造业
创业板,301038,深水规院,2021-08-04,"223,080,000","223,080,000",M 科研服务
创业板,301039,中集车辆,2021-07-08,"1,453,680,000","1,452,427,500",C 制造业
创业板,301040,中环海陆,2021-08-03,"100,000,907","94,232,282",C 制造业
创业板,301041,金百泽,2021-08-11,"106,680,000","78,920,639",C 制造业
创业板,301042,安联锐视,2021-08-05,"69,738,577","65,985,827",C 制造业
创业板,301043,绿岛风,2021-08-11,"68,000,000","56,747,750",C 制造业
创业板,301045,天禄科技,2021-08-13,"110,318,358","63,957,984",C 制造业
创业板,301046,能辉科技,2021-08-17,"152,295,829","113,163,579",E 建筑业
创业板,301047,义翘神州,2021-08-16,"121,636,742","119,580,621",M 科研服务
创业板,301048,金鹰重工,2021-08-18,"533,333,400","533,333,400",C 制造业
创业板,301049,超越科技,2021-08-24,"94,253,334","42,826,359",N 公共环保
创业板,301050,雷电微力,2021-08-24,"244,791,768","207,945,263",C 制造业
创业板,301051,信濠光电,2021-08-27,"169,202,880","134,173,305",C 制造业
创业板,301052,果麦文化,2021-08-30,"98,959,339","80,195,919",R 文化传播
创业板,301053,远信工业,2021-09-01,"82,465,493","75,742,379",C 制造业
创业板,301055,张小泉,2021-09-06,"156,000,000","156,000,000",C 制造业
创业板,301056,森赫股份,2021-09-07,"266,786,667","175,995,830",C 制造业
创业板,301057,汇隆新材,2021-09-09,"117,390,438","82,586,963",C 制造业
创业板,301058,中粮科工,2021-09-09,"512,274,245","512,274,245",M 科研服务
创业板,301059,金三江,2021-09-13,"231,154,000","206,737,026",C 制造业
创业板,301060,兰卫医学,2021-09-13,"400,517,000","355,378,877",F 批发零售
创业板,301061,匠心家居,2021-09-13,"167,370,613","111,141,876",C 制造业
创业板,301062,上海艾录,2021-09-14,"432,277,187","311,609,280",C 制造业
创业板,301063,海锅股份,2021-09-24,"104,360,724","81,447,303",C 制造业
创业板,301065,本立科技,2021-09-14,"106,020,000","86,287,500",C 制造业
创业板,301066,万事利,2021-09-22,"188,840,162","188,786,643",C 制造业
创业板,301067,显盈科技,2021-09-22,"97,236,000","63,828,900",C 制造业
创业板,301068,大地海洋,2021-09-28,"108,919,888","77,736,875",C 制造业
创业板,301069,凯盛新材,2021-09-27,"420,641,138","391,961,138",C 制造业
创业板,301070,开勒股份,2021-09-23,"64,555,200","42,501,600",C 制造业
创业板,301071,力量钻石,2021-09-24,"260,272,313","194,594,167",C 制造业
创业板,301072,中捷精工,2021-09-29,"105,054,800","67,139,923",C 制造业
创业板,301073,君亭酒店,2021-09-30,"194,451,046","178,179,500",H 住宿餐饮
创业板,301075,多瑞医药,2021-09-29,"80,000,000","80,000,000",C 制造业
创业板,301076,新瀚新材,2021-10-11,"134,524,000","84,470,425",C 制造业
创业板,301077,星华新材,2021-09-30,"169,688,245","95,085,898",C 制造业
创业板,301078,孩子王,2021-10-14,"1,261,773,066","1,254,205,031",F 批发零售
创业板,301079,邵阳液压,2021-10-19,"109,338,159","69,525,199",C 制造业
创业板,301080,百普赛斯,2021-10-18,"120,000,000","90,586,178",M 科研服务
创业板,301081,严牌股份,2021-10-20,"219,121,887","209,893,917",C 制造业
创业板,301082,久盛电气,2021-10-27,"226,309,174","209,231,511",C 制造业
创业板,301083,百胜智能,2021-10-21,"177,866,667","85,609,917",C 制造业
创业板,301085,亚康股份,2021-10-18,"86,775,675","58,911,742",I 信息技术
创业板,301086,鸿富瀚,2021-10-20,"90,000,000","47,338,313",C 制造业
创业板,301087,可孚医疗,2021-10-25,"209,092,000","194,247,020",C 制造业
创业板,301088,戎美股份,2021-10-28,"227,900,000","187,850,000",F 批发零售
创业板,301089,拓新药业,2021-10-27,"126,544,500","90,976,313",C 制造业
创业板,301090,华润材料,2021-10-26,"1,486,358,853","1,479,409,053",C 制造业
创业板,301091,深城交,2021-10-29,"405,600,000","405,600,000",M 科研服务
创业板,301092,争光股份,2021-11-02,"134,053,484","60,254,784",C 制造业
创业板,301093,华兰股份,2021-11-01,"126,308,942","120,744,280",C 制造业
创业板,301095,广立微,2022-08-05,"200,281,088","107,614,156",I 信息技术
创业板,301096,百诚医药,2021-12-20,"109,228,284","69,407,179",M 科研服务
创业板,301097,天益医疗,2022-04-07,"58,947,368","18,347,368",C 制造业
创业板,301098,金埔园林,2021-11-12,"183,931,394","149,685,144",E 建筑业
创业板,301099,雅创电子,2021-11-22,"114,158,291","70,400,291",F 批发零售
创业板,301100,风光股份,2021-12-17,"200,000,000","50,000,000",C 制造业
创业板,301101,明月镜片,2021-12-16,"201,512,100","190,916,850",C 制造业
创业板,301102,兆讯传媒,2022-03-28,"406,000,000","101,500,000",L 商务服务
创业板,301103,何氏眼科,2022-03-22,"158,026,471","83,090,131",Q 卫生
创业板,301105,鸿铭股份,2022-12-30,"50,000,000","16,437,497",C 制造业
创业板,301106,骏成科技,2022-01-28,"101,621,335","29,185,334",C 制造业
创业板,301107,瑜欣电子,2022-05-24,"73,400,000","21,413,650",C 制造业
创业板,301108,洁雅股份,2021-12-03,"80,397,323","34,424,333",C 制造业
创业板,301109,军信股份,2022-04-13,"563,643,459","101,100,348",N 公共环保
创业板,301110,青木科技,2022-03-11,"92,535,333","48,540,333",I 信息技术
创业板,301111,粤万年青,2021-12-07,"160,000,000","160,000,000",C 制造业
创业板,301112,信邦智能,2022-06-29,"110,266,600","36,256,909",C 制造业
创业板,301113,雅艺科技,2021-12-22,"91,000,000","55,117,466",C 制造业
创业板,301115,联检科技,2022-08-31,"185,159,340","105,751,914",M 科研服务
创业板,301116,益客食品,2022-01-18,"448,979,593","448,977,343",C 制造业
创业板,301117,佳缘科技,2022-01-17,"92,263,300","56,749,919",I 信息技术
创业板,301118,恒光股份,2021-11-18,"110,400,000","104,321,001",C 制造业
创业板,301119,正强股份,2021-11-22,"104,000,000","84,110,000",C 制造业
创业板,301120,新特电气,2022-04-19,"371,441,055","218,619,763",C 制造业
创业板,301121,紫建电子,2022-08-08,"98,826,057","50,591,642",C 制造业
创业板,301122,采纳股份,2022-01-26,"122,245,658","75,640,658",C 制造业
创业板,301123,奕东电子,2022-01-25,"233,600,000","92,148,803",C 制造业
创业板,301125,腾亚精工,2022-06-08,"141,757,920","58,972,420",C 制造业
创业板,301126,达嘉维康,2021-12-07,"205,403,200","137,883,269",F 批发零售
创业板,301127,武汉天源,2021-12-30,"658,916,556","446,121,605",D 水电煤气
创业板,301128,强瑞技术,2021-11-10,"103,441,270","88,231,356",C 制造业
创业板,301129,瑞纳智能,2021-11-02,"136,082,400","35,920,100",C 制造业
创业板,301130,西点药业,2022-02-23,"76,494,685","58,413,135",C 制造业
创业板,301131,聚赛龙,2022-03-14,"47,791,362","30,798,505",C 制造业
创业板,301132,满坤科技,2022-08-10,"148,086,249","46,015,181",C 制造业
创业板,301133,金钟股份,2021-11-26,"106,623,054","96,340,999",C 制造业
创业板,301135,瑞德智能,2022-04-12,"101,995,500","55,589,000",C 制造业
创业板,301136,招标股份,2022-01-11,"275,204,820","275,204,820",M 科研服务
创业板,301137,哈焊华通,2022-03-22,"181,813,400","101,701,800",C 制造业
创业板,301138,华研精机,2021-12-15,"120,000,000","68,560,140",C 制造业
创业板,301139,元道通信,2022-07-08,"121,580,800","74,168,415",I 信息技术
创业板,301141,中科磁业,2023-04-03,"124,032,605","44,512,605",C 制造业
创业板,301148,嘉戎技术,2022-04-21,"116,497,080","38,097,080",N 公共环保
创业板,301149,隆华新材,2021-11-10,"430,000,018","260,096,494",C 制造业
创业板,301150,中一科技,2022-04-21,"181,122,202","92,451,802",C 制造业
创业板,301151,冠龙节能,2022-04-11,"170,333,910","55,736,944",C 制造业
创业板,301152,天力锂能,2022-08-29,"118,740,007","70,999,382",C 制造业
创业板,301153,中科江南,2022-05-18,"352,850,580","329,230,008",I 信息技术
创业板,301155,海力风电,2021-11-24,"217,391,478","123,349,196",C 制造业
创业板,301156,美农生物,2022-06-17,"140,784,675","63,656,847",C 制造业
创业板,301157,华塑科技,2023-03-09,"60,000,000","20,660,055",C 制造业
创业板,301158,德石股份,2022-01-17,"150,370,510","146,520,431",C 制造业
创业板,301159,三维天地,2022-01-07,"77,350,000","42,473,874",I 信息技术
创业板,301160,翔楼新材,2022-06-06,"81,053,314","44,441,042",C 制造业
创业板,301161,唯万密封,2022-09-14,"120,000,000","53,328,000",C 制造业
创业板,301162,国能日新,2022-04-29,"120,221,656","85,225,548",I 信息技术
创业板,301163,宏德股份,2022-04-19,"81,600,000","54,725,639",C 制造业
创业板,301165,锐捷网络,2022-11-21,"568,181,818","68,181,818",C 制造业
创业板,301166,优宁维,2021-12-28,"86,666,668","41,268,868",F 批发零售
创业板,301167,建研设计,2021-12-06,"112,000,000","71,117,896",M 科研服务
创业板,301168,通灵股份,2021-12-10,"120,000,000","49,308,900",C 制造业
创业板,301169,零点有数,2021-11-03,"72,040,536","72,009,036",L 商务服务
创业板,301170,锡南科技,2023-06-27,"100,000,000","33,575,425",C 制造业
